prefLabel,id,from_to,matchType,text
Treatment,http://psink.de/scio/Treatment,53-61|317-325|513-521|929-937|1350-1358|1822-1830|1899-1907|2268-2276|3886-3894|3997-4005|4652-4660|4689-4697|4758-4766|4806-4814|5302-5310|7258-7266|8920-8928|10886-10894|10942-10950|11012-11020|11065-11073|11455-11463|11486-11494|11810-11818|12011-12019|16621-16629|16980-16988|18227-18235|18312-18320|18998-19006|19261-19269|19381-19389|20305-20313|20462-20470|20627-20635|20912-20920|21053-21061|21091-21099|21780-21788|21859-21867|22603-22611|23130-23138|23540-23548|24734-24742|24858-24866|25272-25280|26571-26579|26799-26807|27566-27574|27682-27690|28159-28167|28653-28661|28676-28684|28742-28750|28791-28799|28855-28863|28914-28922|33383-33391|33431-33439|33473-33481|34223-34231|36377-36385|38064-38072|39248-39256|39324-39332|39438-39446|39516-39524|39740-39748|43841-43849|43918-43926|44932-44940,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT
Duration,http://psink.de/scio/Duration,1160-1167|8219-8226|16192-16199|17595-17602|26648-26655|28062-28069|30901-30908,PREF|PREF|PREF|PREF|PREF|PREF|PREF,DURATION|DURATION|DURATION|DURATION|DURATION|DURATION|DURATION
Decrease,http://psink.de/scio/Decrease,1320-1327|20438-20445|24595-24602|26769-26776|33227-33234,PREF|PREF|PREF|PREF|PREF,DECREASE|DECREASE|DECREASE|DECREASE|DECREASE
Recovery,http://psink.de/scio/Recovery,1968-1975|2829-2836|2988-2995|3059-3066|4130-4137|17548-17555|17569-17576|32902-32909|39585-39592,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,RECOVERY|RECOVERY|RECOVERY|RECOVERY|RECOVERY|RECOVERY|RECOVERY|RECOVERY|RECOVERY
Function,http://psink.de/scio/Function,2857-2864|35390-35397|45280-45287,PREF|PREF|PREF,FUNCTION|FUNCTION|FUNCTION
Current,http://psink.de/scio/Current,3878-3884|4885-4891|31180-31186|36725-36731|37426-37432|40477-40483|40996-41002,PREF|PREF|PREF|PREF|PREF|PREF|PREF,CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT
Significance,http://psink.de/scio/Significance,7442-7453,PREF,SIGNIFICANCE
Publication,http://psink.de/scio/Publication,7515-7525|8245-8255|8310-8320|14506-14516,PREF|PREF|PREF|PREF,PUBLICATION|PUBLICATION|PUBLICATION|PUBLICATION
Change,http://psink.de/scio/Change,8188-8193|9472-9477|9518-9523|10920-10925|14563-14568|14772-14777|14957-14962|20287-20292|22226-22231|22585-22590|22735-22740|42419-42424,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE
Randomization,http://psink.de/scio/Randomization,8797-8809|17155-17167,PREF|PREF,RANDOMIZATION|RANDOMIZATION
Increase,http://psink.de/scio/Increase,13574-13581|33316-33323,PREF|PREF,INCREASE|INCREASE
Force,http://psink.de/scio/Force,17728-17732,PREF,FORCE
Injury,http://psink.de/scio/Injury,34373-34378|40840-40845|42160-42165|44991-44996,PREF|PREF|PREF|PREF,INJURY|INJURY|INJURY|INJURY
Direction,http://psink.de/scio/Direction,45766-45774,PREF,DIRECTION
