prefLabel,id,from_to,matchType,text
Distance,http://psink.de/scio/Distance,644-651|8402-8409|8459-8466|8525-8532|8590-8597|8659-8666,PREF|PREF|PREF|PREF|PREF|PREF,DISTANCE|DISTANCE|DISTANCE|DISTANCE|DISTANCE|DISTANCE
Weight,http://psink.de/scio/Weight,943-948|7343-7348|8186-8191|8769-8774|8851-8856|12919-12924|12962-12967|13154-13159|15755-15760|15991-15996|16293-16298|16689-16694|17261-17266|18899-18904|19169-19174|21012-21017|25070-25075|27596-27601|28281-28286,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT
Function,http://psink.de/scio/Function,1161-1168|16061-16068|16608-16615|17063-17070|17916-17923|18883-18890|19629-19636|20952-20959|21467-21474|23599-23606|23758-23765|23945-23952|24268-24275|27579-27586|32644-32651,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION
Compression,http://psink.de/scio/Compression,1254-1264|3068-3078|5095-5105|16447-16457|16805-16815|16991-17001|17451-17461|17591-17601|17775-17785|18839-18849|19061-19071|23321-23331|23388-23398,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION|COMPRESSION
Treatment,http://psink.de/scio/Treatment,1750-1758|29994-30002,PREF|PREF,TREATMENT|TREATMENT
Event,http://psink.de/scio/Event,2414-2418,PREF,EVENT
Injury,http://psink.de/scio/Injury,2439-2444|2903-2908|30779-30784|32469-32474,PREF|PREF|PREF|PREF,INJURY|INJURY|INJURY|INJURY
Result,http://psink.de/scio/Result,2787-2792|5197-5202|15826-15831|20129-20134,PREF|PREF|PREF|PREF,RESULT|RESULT|RESULT|RESULT
Increase,http://psink.de/scio/Increase,2858-2865|2916-2923|3793-3800|21849-21856|24927-24934|25727-25734|25770-25777,PREF|PREF|PREF|PREF|PREF|PREF|PREF,INCREASE|INCREASE|INCREASE|INCREASE|INCREASE|INCREASE|INCREASE
Location,http://psink.de/scio/Location,7297-7304|14816-14823|28245-28252,PREF|PREF|PREF,LOCATION|LOCATION|LOCATION
Extremity,http://psink.de/scio/Extremity,7464-7472|29330-29338,PREF|PREF,EXTREMITY|EXTREMITY
Age,http://psink.de/scio/Age,7697-7699|29465-29467,PREF|PREF,AGE|AGE
Duration,http://psink.de/scio/Duration,7855-7862,PREF,DURATION
Electrodes,http://psink.de/scio/Electrodes,9277-9286|9356-9365|12606-12615,PREF|PREF|PREF,ELECTRODES|ELECTRODES|ELECTRODES
Right,http://psink.de/scio/Right,9434-9438|24839-24843,PREF|PREF,RIGHT|RIGHT
Left,http://psink.de/scio/Left,9444-9447|24869-24872,PREF|PREF,LEFT|LEFT
Force,http://psink.de/scio/Force,10241-10245|10341-10345|10930-10934|11053-11057|11304-11308|11321-11325|11874-11878|12023-12027|13226-13230|13243-13247|14170-14174|17905-17909,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE
Apparatus,http://psink.de/scio/Apparatus,12761-12769,PREF,APPARATUS
Gender,http://psink.de/scio/Gender,14439-14444,PREF,GENDER
Change,http://psink.de/scio/Change,21423-21428,PREF,CHANGE
Direction,http://psink.de/scio/Direction,23855-23863|24044-24052|24076-24084|24152-24160|24185-24193|24589-24597|24621-24629|24673-24681,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,DIRECTION|DIRECTION|DIRECTION|DIRECTION|DIRECTION|DIRECTION|DIRECTION|DIRECTION
