prefLabel,id,from_to,matchType,text
Treatment,http://psink.de/scio/Treatment,457-465,PREF,TREATMENT
Result,http://psink.de/scio/Result,2549-2554,PREF,RESULT
Vertebrae,http://psink.de/scio/Vertebrae,3129-3137|7502-7510|10453-10461|20148-20156,PREF|PREF|PREF|PREF,VERTEBRAE|VERTEBRAE|VERTEBRAE|VERTEBRAE
Force,http://psink.de/scio/Force,3739-3743|3819-3823|3927-3931|4211-4215|11854-11858|11899-11903|12721-12725|12812-12816|13004-13008|14482-14486|18389-18393|23237-23241,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE
Right,http://psink.de/scio/Right,4617-4621|12650-12654|13079-13083|13111-13115,PREF|PREF|PREF|PREF,RIGHT|RIGHT|RIGHT|RIGHT
Left,http://psink.de/scio/Left,4643-4646|12661-12664|12687-12690|12774-12777|12980-12983,PREF|PREF|PREF|PREF|PREF,LEFT|LEFT|LEFT|LEFT|LEFT
Gender,http://psink.de/scio/Gender,4850-4855|19738-19743,PREF|PREF,GENDER|GENDER
Distance,http://psink.de/scio/Distance,6368-6375|9038-9045|20288-20295,PREF|PREF|PREF,DISTANCE|DISTANCE|DISTANCE
Location,http://psink.de/scio/Location,6882-6889|8665-8672,PREF|PREF,LOCATION|LOCATION
Function,http://psink.de/scio/Function,7450-7457,PREF,FUNCTION
Age,http://psink.de/scio/Age,9490-9492|10768-10770|19766-19768|21357-21359|23984-23986,PREF|PREF|PREF|PREF|PREF,AGE|AGE|AGE|AGE|AGE
Weight,http://psink.de/scio/Weight,10786-10791|14221-14226|19754-19759,PREF|PREF|PREF,WEIGHT|WEIGHT|WEIGHT
Event,http://psink.de/scio/Event,13038-13042|13130-13134|13367-13371,PREF|PREF|PREF,EVENT|EVENT|EVENT
Tissue,http://psink.de/scio/Tissue,14277-14282|20905-20910,PREF|PREF,TISSUE|TISSUE
Increase,http://psink.de/scio/Increase,16615-16622|19773-19780,PREF|PREF,INCREASE|INCREASE
