prefLabel,id,from_to,matchType,text
Function,http://psink.de/scio/Function,25-32|1996-2003|4407-4414|23875-23882|31108-31115|34341-34348|35515-35522,PREF|PREF|PREF|PREF|PREF|PREF|PREF,FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION
Force,http://psink.de/scio/Force,183-187|859-863|1627-1631|5848-5852|6246-6250|8631-8635|8741-8745|8951-8955|10239-10243|20619-20623|21025-21029|22793-22797|23019-23023|24963-24967|25323-25327|25857-25861|26538-26542|28695-28699|29111-29115|29839-29843|30607-30611,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE
Increase,http://psink.de/scio/Increase,1185-1192|3055-3062|5369-5376|17172-17179|24539-24546|25059-25066|29573-29580|30969-30976|33976-33983,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,INCREASE|INCREASE|INCREASE|INCREASE|INCREASE|INCREASE|INCREASE|INCREASE|INCREASE
Decrease,http://psink.de/scio/Decrease,1361-1368|4024-4031|5443-5450|6040-6047|14794-14801|18161-18168|18525-18532|18728-18735|19388-19395|19481-19488|19644-19651|20275-20282|21914-21921|27281-27288|27755-27762,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE|DECREASE
Treatment,http://psink.de/scio/Treatment,1958-1966,PREF,TREATMENT
Brain,http://psink.de/scio/Brain,2378-2382,PREF,BRAIN
Change,http://psink.de/scio/Change,4875-4880|14551-14556|27238-27243|32652-32657,PREF|PREF|PREF|PREF,CHANGE|CHANGE|CHANGE|CHANGE
Hypothesis,http://psink.de/scio/Hypothesis,6565-6574|27913-27922,PREF|PREF,HYPOTHESIS|HYPOTHESIS
Electrodes,http://psink.de/scio/Electrodes,11975-11984|12083-12092,PREF|PREF,ELECTRODES|ELECTRODES
Direction,http://psink.de/scio/Direction,12129-12137|13151-13159|13709-13717,PREF|PREF|PREF,DIRECTION|DIRECTION|DIRECTION
Left,http://psink.de/scio/Left,14925-14928,PREF,LEFT
Right,http://psink.de/scio/Right,14934-14938,PREF,RIGHT
Significance,http://psink.de/scio/Significance,16058-16069,PREF,SIGNIFICANCE
Observation,http://psink.de/scio/Observation,21162-21172,PREF,OBSERVATION
Result,http://psink.de/scio/Result,21614-21619|28547-28552,PREF|PREF,RESULT|RESULT
Recovery,http://psink.de/scio/Recovery,34050-34057|35066-35073,PREF|PREF,RECOVERY|RECOVERY
Injury,http://psink.de/scio/Injury,34458-34463,PREF,INJURY
