prefLabel,id,from_to,matchType,text
Current,http://psink.de/scio/Current,1042-1048,PREF,CURRENT
Function,http://psink.de/scio/Function,2794-2801|12099-12106|16244-16251|17315-17322|20778-20785|24557-24564|35303-35310|40812-40819,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION
Force,http://psink.de/scio/Force,2903-2907|7170-7174|32501-32505,PREF|PREF|PREF,FORCE|FORCE|FORCE
Left,http://psink.de/scio/Left,4656-4659,PREF,LEFT
Result,http://psink.de/scio/Result,5958-5963|6932-6937|18978-18983|21698-21703,PREF|PREF|PREF|PREF,RESULT|RESULT|RESULT|RESULT
Event,http://psink.de/scio/Event,6202-6206|6381-6385,PREF|PREF,EVENT|EVENT
Tissue,http://psink.de/scio/Tissue,6592-6597|16846-16851|17002-17007|17795-17800|24142-24147,PREF|PREF|PREF|PREF|PREF,TISSUE|TISSUE|TISSUE|TISSUE|TISSUE
Change,http://psink.de/scio/Change,7835-7840|17969-17974,PREF|PREF,CHANGE|CHANGE
Temperature,http://psink.de/scio/Temperature,11617-11627,PREF,TEMPERATURE
Pressure,http://psink.de/scio/Pressure,11650-11657|22352-22359|36864-36871,PREF|PREF|PREF,PRESSURE|PRESSURE|PRESSURE
Apparatus,http://psink.de/scio/Apparatus,13640-13648,PREF,APPARATUS
Compression,http://psink.de/scio/Compression,14748-14758,PREF,COMPRESSION
Distance,http://psink.de/scio/Distance,14981-14988,PREF,DISTANCE
Hypothesis,http://psink.de/scio/Hypothesis,15836-15845|20064-20073|20099-20108|20209-20218,PREF|PREF|PREF|PREF,HYPOTHESIS|HYPOTHESIS|HYPOTHESIS|HYPOTHESIS
Increase,http://psink.de/scio/Increase,18390-18397|18448-18455,PREF|PREF,INCREASE|INCREASE
Brain,http://psink.de/scio/Brain,19780-19784|28570-28574|29024-29028|30888-30892|30933-30937|31215-31219|31455-31459|32253-32257|33182-33186|34441-34445,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN
Direction,http://psink.de/scio/Direction,32546-32554,PREF,DIRECTION
Depth,http://psink.de/scio/Depth,35603-35607,PREF,DEPTH
Significance,http://psink.de/scio/Significance,38475-38486,PREF,SIGNIFICANCE
