prefLabel,id,from_to,matchType,text
Result,http://psink.de/scio/Result,1702-1707|2899-2904|3189-3194|21484-21489|23363-23368|23558-23563|25321-25326|26758-26763,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,RESULT|RESULT|RESULT|RESULT|RESULT|RESULT|RESULT|RESULT
Increase,http://psink.de/scio/Increase,2573-2580|25611-25618|26403-26410|32221-32228,PREF|PREF|PREF|PREF,INCREASE|INCREASE|INCREASE|INCREASE
Decrease,http://psink.de/scio/Decrease,2654-2661|26294-26301,PREF|PREF,DECREASE|DECREASE
Change,http://psink.de/scio/Change,2689-2694,PREF,CHANGE
Force,http://psink.de/scio/Force,2739-2743|2850-2854|7770-7774|10207-10211|10764-10768|11450-11454|20982-20986|32711-32715|33550-33554,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE|FORCE
Publication,http://psink.de/scio/Publication,4104-4114,PREF,PUBLICATION
Judgement,http://psink.de/scio/Judgement,4285-4293,PREF,JUDGEMENT
Duration,http://psink.de/scio/Duration,4974-4981|8980-8987|15011-15018,PREF|PREF|PREF,DURATION|DURATION|DURATION
Significance,http://psink.de/scio/Significance,5291-5302|5543-5554|21136-21147,PREF|PREF|PREF,SIGNIFICANCE|SIGNIFICANCE|SIGNIFICANCE
Age,http://psink.de/scio/Age,6693-6695|8735-8737,PREF|PREF,AGE|AGE
Experiment,http://psink.de/scio/Experiment,8005-8014|12191-12200|13040-13049|19256-19265|19610-19619|19775-19784|22481-22490,PREF|PREF|PREF|PREF|PREF|PREF|PREF,EXPERIMENT|EXPERIMENT|EXPERIMENT|EXPERIMENT|EXPERIMENT|EXPERIMENT|EXPERIMENT
Weight,http://psink.de/scio/Weight,8343-8348|8752-8757|10559-10564|11554-11559|18204-18209|18360-18365|18503-18508|18622-18627,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT
Treatment,http://psink.de/scio/Treatment,9123-9131,PREF,TREATMENT
Left,http://psink.de/scio/Left,10123-10126|10294-10297|15830-15833,PREF|PREF|PREF,LEFT|LEFT|LEFT
Right,http://psink.de/scio/Right,10132-10136,PREF,RIGHT
Direction,http://psink.de/scio/Direction,11690-11698|11729-11737|32018-32026,PREF|PREF|PREF,DIRECTION|DIRECTION|DIRECTION
Vertebrae,http://psink.de/scio/Vertebrae,17087-17095|17201-17209,PREF|PREF,VERTEBRAE|VERTEBRAE
Recovery,http://psink.de/scio/Recovery,20006-20013,PREF,RECOVERY
Cell,http://psink.de/scio/Cell,20958-20961,PREF,CELL
Injury,http://psink.de/scio/Injury,22674-22679,PREF,INJURY
Hypothesis,http://psink.de/scio/Hypothesis,28597-28606,PREF,HYPOTHESIS
Function,http://psink.de/scio/Function,31036-31043,PREF,FUNCTION
