prefLabel,id,from_to,matchType,text
Tissue,http://psink.de/scio/Tissue,299-304|685-690|2762-2767|3467-3472|4136-4141|4190-4195|4548-4553|4654-4659|6138-6143|6964-6969|8159-8164|9078-9083|9834-9839|9916-9921|10399-10404|12087-12092|12256-12261|14653-14658|15580-15585|17397-17402|17473-17478|18266-18271|19621-19626|21267-21272|21596-21601,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE|TISSUE
Brain,http://psink.de/scio/Brain,635-639|973-977|1355-1359|3427-3431|3970-3974|12649-12653|15530-15534|17895-17899|20732-20736,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN
Function,http://psink.de/scio/Function,641-648|5840-5847|9529-9536|15536-15543|15863-15870|20387-20394|23640-23647,PREF|PREF|PREF|PREF|PREF|PREF|PREF,FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION
Person,http://psink.de/scio/Person,890-895|1283-1288|17792-17797,PREF|PREF|PREF,PERSON|PERSON|PERSON
Treatment,http://psink.de/scio/Treatment,2615-2623|3733-3741|13441-13449|13720-13728|13967-13975|18804-18812,PREF|PREF|PREF|PREF|PREF|PREF,TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT
Injury,http://psink.de/scio/Injury,4884-4889|5931-5936|6971-6976|7923-7928|8893-8898|9841-9846|18461-18466|18869-18874|20217-20222,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY
Result,http://psink.de/scio/Result,5921-5926,PREF,RESULT
Change,http://psink.de/scio/Change,6796-6801,PREF,CHANGE
Duration,http://psink.de/scio/Duration,8677-8684,PREF,DURATION
Current,http://psink.de/scio/Current,9170-9176,PREF,CURRENT
Experiment,http://psink.de/scio/Experiment,15245-15254,PREF,EXPERIMENT
Extremity,http://psink.de/scio/Extremity,18851-18859,PREF,EXTREMITY
Recovery,http://psink.de/scio/Recovery,19989-19996,PREF,RECOVERY
Force,http://psink.de/scio/Force,21107-21111|24870-24874,PREF|PREF,FORCE|FORCE
