prefLabel,id,from_to,matchType,text
systemic,http://sbmi.uth.tmc.edu/ontology/ochv#C0205373,43-50,PREF,SYSTEMIC
effect,http://sbmi.uth.tmc.edu/ontology/ochv#C1280500,52-57,PREF,EFFECT
stress,http://sbmi.uth.tmc.edu/ontology/ochv#C0038435,215-220,PREF,STRESS
stress,http://sbmi.uth.tmc.edu/ontology/ochv#11770,215-220,PREF,STRESS
