prefLabel,id,from_to,matchType,text
Injury,http://psink.de/scio/Injury,1134-1139|3413-3418|10460-10465|13945-13950|30356-30361|35223-35228|35314-35319|35461-35466|38209-38214|46618-46623|51548-51553|52749-52754|53628-53633|54581-54586|54770-54775|55200-55205|56088-56093|56465-56470|56870-56875|57240-57245,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY
Recovery,http://psink.de/scio/Recovery,4043-4050|26636-26643,PREF|PREF,RECOVERY|RECOVERY
Current,http://psink.de/scio/Current,5996-6002|12018-12024|23615-23621|44654-44660|51884-51890|57003-57009,PREF|PREF|PREF|PREF|PREF|PREF,CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT
Result,http://psink.de/scio/Result,8291-8296|9154-9159|11574-11579|35204-35209|35587-35592|40227-40232,PREF|PREF|PREF|PREF|PREF|PREF,RESULT|RESULT|RESULT|RESULT|RESULT|RESULT
Treatment,http://psink.de/scio/Treatment,8488-8496|22212-22220|22273-22281|23844-23852|23986-23994|24575-24583|26288-26296|27721-27729|27865-27873|28042-28050|28367-28375|30382-30390|31150-31158|31287-31295|38371-38379|47173-47181|49599-49607|52976-52984|53405-53413|53802-53810|55945-55953,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT
Increase,http://psink.de/scio/Increase,8689-8696|10439-10446|23395-23402|32746-32753|39062-39069,PREF|PREF|PREF|PREF|PREF,INCREASE|INCREASE|INCREASE|INCREASE|INCREASE
Person,http://psink.de/scio/Person,13159-13164,PREF,PERSON
Tissue,http://psink.de/scio/Tissue,20591-20596,PREF,TISSUE
Change,http://psink.de/scio/Change,30847-30852|36796-36801|49547-49552,PREF|PREF|PREF,CHANGE|CHANGE|CHANGE
Duration,http://psink.de/scio/Duration,32975-32982,PREF,DURATION
Function,http://psink.de/scio/Function,34795-34802|35154-35161|42039-42046|42115-42122|44256-44263|44724-44731,PREF|PREF|PREF|PREF|PREF|PREF,FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION
Age,http://psink.de/scio/Age,43159-43161,PREF,AGE
