prefLabel,id,from_to,matchType,text
Change,http://psink.de/scio/Change,474-479|10395-10400|13803-13808|16711-16716|16767-16772|20682-20687|21890-21895|21985-21990,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE|CHANGE
Injury,http://psink.de/scio/Injury,596-601|2383-2388|2482-2487|2653-2658|5281-5286|5383-5388|8977-8982|11929-11934|19239-19244|22365-22370|22625-22630|22775-22780|24984-24989|29406-29411|32090-32095|32653-32658|32825-32830|33743-33748|33911-33916,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY|INJURY
Treatment,http://psink.de/scio/Treatment,865-873|3353-3361|5917-5925|6446-6454|6489-6497|6666-6674|12505-12513|12539-12547|12624-12632|13012-13020|13188-13196|13225-13233|13458-13466|13517-13525|13595-13603|19375-19383|19440-19448|19535-19543|19582-19590|19681-19689|19833-19841|19890-19898|19918-19926|20416-20424|23384-23392|23508-23516|30957-30965|33709-33717,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT
Substance,http://psink.de/scio/Substance,5552-5560,PREF,SUBSTANCE
Compression,http://psink.de/scio/Compression,7284-7294,PREF,COMPRESSION
Current,http://psink.de/scio/Current,10573-10579|12004-12010|12032-12038|12311-12317|19261-19267|22422-22428|23266-23272|30487-30493,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT
Age,http://psink.de/scio/Age,13534-13536|14101-14103|20095-20097,PREF|PREF|PREF,AGE|AGE|AGE
Gender,http://psink.de/scio/Gender,13539-13544|14106-14111|19846-19851|20100-20105,PREF|PREF|PREF|PREF,GENDER|GENDER|GENDER|GENDER
Duration,http://psink.de/scio/Duration,14114-14121|15909-15916|20108-20115|26326-26333,PREF|PREF|PREF|PREF,DURATION|DURATION|DURATION|DURATION
Observation,http://psink.de/scio/Observation,23789-23799,PREF,OBSERVATION
Function,http://psink.de/scio/Function,28489-28496|29583-29590,PREF|PREF,FUNCTION|FUNCTION
