prefLabel,id,from_to,matchType,text
Volume,http://psink.de/scio/Volume,627-632|3088-3093|3311-3316|9954-9959|10342-10347|11395-11400|13099-13104|13232-13237|23308-23313|23389-23394|24506-24511|24567-24572|24869-24874|24930-24935|27202-27207|28756-28761,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME|VOLUME
Location,http://psink.de/scio/Location,708-715|3098-3105|9986-9993|10543-10550|11434-11441|12686-12693|12981-12988|13675-13682|14993-15000|18900-18907|20187-20194|22119-22126|22807-22814|23864-23871|27440-27447,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION
Function,http://psink.de/scio/Function,817-824|1912-1919|2320-2327|2646-2653|2720-2727|2893-2900|2972-2979|3676-3683|4492-4499|7824-7831|11456-11463|12254-12261|12528-12535|15762-15769|17518-17525|17982-17989|18464-18471|19039-19046|19786-19793|25274-25281|25794-25801|26358-26365|28170-28177|30833-30840,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION|FUNCTION
Pressure,http://psink.de/scio/Pressure,855-862|7892-7899|8494-8501|8732-8739|8883-8890|23821-23828,PREF|PREF|PREF|PREF|PREF|PREF,PRESSURE|PRESSURE|PRESSURE|PRESSURE|PRESSURE|PRESSURE
Brain,http://psink.de/scio/Brain,1315-1319|26674-26678|31748-31752,PREF|PREF|PREF,BRAIN|BRAIN|BRAIN
Duration,http://psink.de/scio/Duration,1607-1614|6022-6029,PREF|PREF,DURATION|DURATION
Observation,http://psink.de/scio/Observation,2030-2040|7077-7087|21887-21897|22757-22767,PREF|PREF|PREF|PREF,OBSERVATION|OBSERVATION|OBSERVATION|OBSERVATION
Hypothesis,http://psink.de/scio/Hypothesis,2994-3003|7174-7183|26383-26392,PREF|PREF|PREF,HYPOTHESIS|HYPOTHESIS|HYPOTHESIS
Gender,http://psink.de/scio/Gender,3814-3819,PREF,GENDER
Treatment,http://psink.de/scio/Treatment,4472-4480,PREF,TREATMENT
Electrodes,http://psink.de/scio/Electrodes,4810-4819|20425-20434|20701-20710|20751-20760,PREF|PREF|PREF|PREF,ELECTRODES|ELECTRODES|ELECTRODES|ELECTRODES
Direction,http://psink.de/scio/Direction,4861-4869|11037-11045|13021-13029|15068-15076|15175-15183|16134-16142|20142-20150,PREF|PREF|PREF|PREF|PREF|PREF|PREF,DIRECTION|DIRECTION|DIRECTION|DIRECTION|DIRECTION|DIRECTION|DIRECTION
Distance,http://psink.de/scio/Distance,8117-8124|14607-14614|15907-15914|18047-18054|23741-23748,PREF|PREF|PREF|PREF|PREF,DISTANCE|DISTANCE|DISTANCE|DISTANCE|DISTANCE
Force,http://psink.de/scio/Force,8925-8929,PREF,FORCE
Significance,http://psink.de/scio/Significance,12601-12612|19378-19389|19538-19549|27606-27617|27893-27904,PREF|PREF|PREF|PREF|PREF,SIGNIFICANCE|SIGNIFICANCE|SIGNIFICANCE|SIGNIFICANCE|SIGNIFICANCE
Change,http://psink.de/scio/Change,19558-19563|27628-27633,PREF|PREF,CHANGE|CHANGE
Current,http://psink.de/scio/Current,21850-21856|24260-24266|25202-25208|30000-30006,PREF|PREF|PREF|PREF,CURRENT|CURRENT|CURRENT|CURRENT
Left,http://psink.de/scio/Left,24436-24439,PREF,LEFT
Right,http://psink.de/scio/Right,24790-24794,PREF,RIGHT
Thickness,http://psink.de/scio/Thickness,27370-27378,PREF,THICKNESS
Increase,http://psink.de/scio/Increase,29534-29541,PREF,INCREASE
Age,http://psink.de/scio/Age,31641-31643,PREF,AGE
