prefLabel,id,from_to,matchType,text
Information,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48191,23815-23825|24084-24094,PREF|PREF,INFORMATION|INFORMATION
Skin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12470,23836-23839,PREF,SKIN
Tendon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13045,23856-23862|41075-41080,SYN|PREF,TENDONS|TENDON
Difficult,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129485,24342-24350,PREF,DIFFICULT
Sensation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19989,24383-24391,PREF,SENSATION
Provide,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80514,24425-24431|28934-28941,PREF|SYN,PROVIDE|PROVIDED
Learning,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19369,24634-24641|25023-25030|25198-25205|25962-25969|27457-27464|28026-28033,PREF|PREF|PREF|PREF|PREF|PREF,LEARNING|LEARNING|LEARNING|LEARNING|LEARNING|LEARNING
Process,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29862,24643-24649|25207-25213,PREF|PREF,PROCESS|PROCESS
Rule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78269,25032-25035,PREF,RULE
Much,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126287,25222-25225,PREF,MUCH
Slight,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103807,25418-25423|37951-37958,PREF|SYN,SLIGHT|SLIGHTLY
Alternative,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25415,25607-25617,PREF,ALTERNATIVE
Molecular,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25574,25639-25647,PREF,MOLECULAR
Intrinsic,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129970,25713-25721,PREF,INTRINSIC
Connectivity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C52642,25723-25734,PREF,CONNECTIVITY
Step,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48176,25902-25905|31744-31747,PREF|PREF,STEP|STEP
Aging,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16269,25972-25976,PREF,AGING
Acquisition,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43384,26017-26027,PREF,ACQUISITION
Helpful,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115927,26166-26172,PREF,HELPFUL
Manuscript,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18160,26190-26199|26510-26519,PREF|PREF,MANUSCRIPT|MANUSCRIPT
Trust,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71753,26256-26260|26328-26332|26406-26410,PREF|PREF|PREF,TRUST|TRUST|TRUST
Foundation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78335,26298-26307,PREF,FOUNDATION
Neuroimaging,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173635,26345-26356|27317-27329,PREF|SYN,NEUROIMAGING|BRAIN IMAGING
Core,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25327,26374-26377,PREF,CORE
Funding,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17769,26379-26385,PREF,FUNDING
Design,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43358,26458-26463,PREF,DESIGN
Localization,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28264,26634-26645,PREF,LOCALIZATION
Science,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61397,26754-26760,PREF,SCIENCE
Integration,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48038,26844-26854,PREF,INTEGRATION
Human,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14225,26976-26980|27695-27699,PREF|PREF,HUMAN|HUMAN
System,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25700,27030-27035,PREF,SYSTEM
Mapping,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73942,27162-27168|33502-33508,PREF|PREF,MAPPING|MAPPING
Tool,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172800,27237-27240,PREF,TOOL
Influence,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121660,27255-27263,PREF,INFLUENCE
Guidance,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C192973,27276-27283,PREF,GUIDANCE
Brain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12439,27317-27321,PREF,BRAIN
Transcranial Direct Current Stimulation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129862,27340-27378,PREF,TRANSCRANIAL DIRECT CURRENT STIMULATION
Current,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25471,27360-27366,PREF,CURRENT
Sequence,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25673,27448-27455|29576-29583|29776-29783,PREF|PREF|PREF,SEQUENCE|SEQUENCE|SEQUENCE
Interaction,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54216,27527-27537,PREF,INTERACTION
Neural Network,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17429,27543-27556,PREF,NEURAL NETWORK
Network,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61377,27550-27556,PREF,NETWORK
Modeling,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16063,27558-27565,PREF,MODELING
Comparison,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49156,27629-27634|42652-42661|43953-43962,SYN|PREF|PREF,VERSUS|COMPARISON|COMPARISON
Neuromuscular,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148418,27643-27655,PREF,NEUROMUSCULAR
News,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80148,27784-27787,PREF,NEWS
Peripheral,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25233,27818-27827,PREF,PERIPHERAL
Monkey,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14243,27873-27878|27927-27932,PREF|PREF,MONKEY|MONKEY
Variety,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709,27881-27887,PREF,VARIETY
Dimension,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25483,27950-27958,PREF,DIMENSION
