prefLabel,id,from_to,matchType,text
Extremity,http://psink.de/scio/Extremity,237-245|390-398|942-950|1501-1509|3736-3744|3898-3906|4085-4093|6573-6581|9522-9530|11720-11728|13953-13961|14030-14038|14162-14170|14846-14854|17381-17389,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY|EXTREMITY
Age,http://psink.de/scio/Age,588-590|1806-1808|5189-5191|9132-9134|10098-10100,PREF|PREF|PREF|PREF|PREF,AGE|AGE|AGE|AGE|AGE
Gender,http://psink.de/scio/Gender,593-598|5194-5199|9137-9142|10103-10108,PREF|PREF|PREF|PREF,GENDER|GENDER|GENDER|GENDER
Treatment,http://psink.de/scio/Treatment,2515-2523|2918-2926|4760-4768|5009-5017|5056-5064|12613-12621|18947-18955,PREF|PREF|PREF|PREF|PREF|PREF|PREF,TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT|TREATMENT
Weight,http://psink.de/scio/Weight,5210-5215|6917-6922|9153-9158|10119-10124|12734-12739,PREF|PREF|PREF|PREF|PREF,WEIGHT|WEIGHT|WEIGHT|WEIGHT|WEIGHT
Current,http://psink.de/scio/Current,5668-5674|12322-12328|12492-12498|12928-12934|13203-13209|15125-15131|15726-15732|15867-15873|16141-16147|16593-16599,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT|CURRENT
Location,http://psink.de/scio/Location,6759-6766,PREF,LOCATION
Result,http://psink.de/scio/Result,7523-7528,PREF,RESULT
Direction,http://psink.de/scio/Direction,8033-8041,PREF,DIRECTION
Left,http://psink.de/scio/Left,8943-8946|8999-9002,PREF|PREF,LEFT|LEFT
Right,http://psink.de/scio/Right,8951-8955|8990-8994,PREF|PREF,RIGHT|RIGHT
Duration,http://psink.de/scio/Duration,10314-10321|10389-10396,PREF|PREF,DURATION|DURATION
Increase,http://psink.de/scio/Increase,13920-13927|14831-14838,PREF|PREF,INCREASE|INCREASE
Injury,http://psink.de/scio/Injury,14040-14045,PREF,INJURY
Tissue,http://psink.de/scio/Tissue,14522-14527,PREF,TISSUE
Decrease,http://psink.de/scio/Decrease,14860-14867,PREF,DECREASE
Publication,http://psink.de/scio/Publication,17610-17620,PREF,PUBLICATION
