prefLabel,id,from_to,matchType,text
Current,http://psink.de/scio/Current,411-417|5023-5029|13756-13762|23296-23302|24149-24155,PREF|PREF|PREF|PREF|PREF,CURRENT|CURRENT|CURRENT|CURRENT|CURRENT
Subdural,http://psink.de/scio/Subdural,477-484|8789-8796,PREF|PREF,SUBDURAL|SUBDURAL
Brain,http://psink.de/scio/Brain,1464-1468|7729-7733|13194-13198|13304-13308|17128-17132|20970-20974|21223-21227|21498-21502|26544-26548|27005-27009|27985-27989|28056-28060,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN|BRAIN
Publication,http://psink.de/scio/Publication,2756-2766,PREF,PUBLICATION
Location,http://psink.de/scio/Location,3067-3074|5500-5507|5677-5684|5817-5824|7031-7038|8126-8133|8304-8311|8397-8404|8927-8934|9230-9237|9668-9675|10457-10464|11824-11831|12947-12954|13739-13746|14079-14086|14512-14519|21545-21552|23589-23596|26960-26967,PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF|PREF,LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION|LOCATION
Electrodes,http://psink.de/scio/Electrodes,3663-3672|9089-9098,PREF|PREF,ELECTRODES|ELECTRODES
Change,http://psink.de/scio/Change,6221-6226,PREF,CHANGE
Distance,http://psink.de/scio/Distance,8454-8461|9629-9636|10434-10441|10722-10729|10797-10804|14485-14492|15457-15464,PREF|PREF|PREF|PREF|PREF|PREF|PREF,DISTANCE|DISTANCE|DISTANCE|DISTANCE|DISTANCE|DISTANCE|DISTANCE
Left,http://psink.de/scio/Left,8712-8715|9043-9046|13472-13475|14257-14260,PREF|PREF|PREF|PREF,LEFT|LEFT|LEFT|LEFT
Right,http://psink.de/scio/Right,9066-9070|14154-14158,PREF|PREF,RIGHT|RIGHT
Direction,http://psink.de/scio/Direction,9317-9325,PREF,DIRECTION
Volume,http://psink.de/scio/Volume,10973-10978,PREF,VOLUME
Hypothesis,http://psink.de/scio/Hypothesis,11283-11292,PREF,HYPOTHESIS
Voltage,http://psink.de/scio/Voltage,23421-23427,PREF,VOLTAGE
Cell,http://psink.de/scio/Cell,25320-25323,PREF,CELL
Increase,http://psink.de/scio/Increase,28211-28218,PREF,INCREASE
Injury,http://psink.de/scio/Injury,28246-28251|28342-28347,PREF|PREF,INJURY|INJURY
